payment_id,account_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id,source_row_number,exact_duplicate_flag,payment_id_rows,payment_accounts,payment_times,payment_statuses,payment_id_conflict_flag,borrower_resolution_rule,borrower_id,borrower_id_mismatch_flag,account_missing_flag,raw_borrower_id,reference_row_count,reference_account_count,payment_reference_collision_flag,is_valid_recovery,event_at_utc
PAYMENT0012816,ACC0024211,2026-06-06 20:10:27,TXN0000067793,33125.85,FAILED,NETBANKING,VND0000014,12816,False,1,1,1,1,0,account_master,BRW0005513,1,0,BRW0006724,2.0,2.0,1,0,2026-06-06 20:10:27
PAYMENT0012817,ACC0005190,2026-07-15 08:13:39,TXN0000059261,82429.75,SUCCESS,NETBANKING,VND0000014,12817,False,1,1,1,1,0,account_master,BRW0000992,1,0,BRW0000710,1.0,1.0,0,1,2026-07-15 08:13:39
PAYMENT0012818,ACC0023864,2026-05-11 10:16:48,TXN0000045647,33990.82,SUCCESS,NETBANKING,VND0000005,12818,False,1,1,1,1,0,account_master,BRW0011400,1,0,BRW0005615,2.0,2.0,1,1,2026-05-11 10:16:48
PAYMENT0012819,ACC0009821,2026-06-25 12:41:31,TXN0000038770,23083.32,FAILED,UPI,VND0000010,12819,False,1,1,1,1,0,account_master,BRW0007630,1,0,BRW0003052,2.0,2.0,1,0,2026-06-25 12:41:31
PAYMENT0012820,ACC0013965,2026-03-31 13:54:35,,51897.76,REVERSED,UPI,VND0000007,12820,False,1,1,1,1,0,account_master,BRW0007750,1,0,BRW0008222,,,0,0,2026-03-31 13:54:35
PAYMENT0012821,ACC0001210,2026-02-13 19:17:44,TXN0000013167,127565.03,SUCCESS,NACH,VND0000003,12821,False,1,1,1,1,0,account_master,BRW0010987,1,0,BRW0001812,1.0,1.0,0,1,2026-02-13 19:17:44
PAYMENT0012822,ACC0019997,2026-06-23 11:20:08,TXN0000015398,54441.1,SUCCESS,CARD,VND0000001,12822,False,1,1,1,1,0,account_master,BRW0000731,1,0,BRW0003122,3.0,3.0,1,1,2026-06-23 11:20:08
PAYMENT0012823,ACC0004440,2026-03-09 03:04:30,TXN0000067372,138555.64,FAILED,CASH,VND0000004,12823,False,1,1,1,1,0,account_master,BRW0000647,1,0,BRW0006065,1.0,1.0,0,0,2026-03-09 03:04:30
PAYMENT0012824,ACC0021425,2026-08-07 15:31:01,TXN0000018209,3282.69,SUCCESS,NACH,VND0000009,12824,False,1,1,1,1,0,account_master,BRW0008059,1,0,BRW0011916,1.0,1.0,0,1,2026-08-07 15:31:01
PAYMENT0012825,ACC0006378,2026-04-03 06:12:07,TXN0000051751,92652.34,SUCCESS,NACH,VND0000010,12825,False,1,1,1,1,0,account_master,BRW0011638,1,0,BRW0010604,1.0,1.0,0,1,2026-04-03 06:12:07
PAYMENT0012826,ACC0007749,2026-05-20 15:29:25,TXN0000017280,84310.67,PENDING,CASH,VND0000003,12826,False,1,1,1,1,0,account_master,BRW0000697,1,0,BRW0010483,1.0,1.0,0,0,2026-05-20 15:29:25
PAYMENT0012827,ACC0010808,2026-07-18 04:28:36,TXN0000009437,104697.83,SUCCESS,UPI,VND0000007,12827,False,1,1,1,1,0,account_master,BRW0000705,1,0,BRW0006058,1.0,1.0,0,1,2026-07-18 04:28:36
PAYMENT0012828,ACC0016307,2026-07-29 15:17:21,TXN0000000204,70537.62,SUCCESS,CASH,VND0000010,12828,False,1,1,1,1,0,account_master,BRW0003770,1,0,BRW0009913,1.0,1.0,0,1,2026-07-29 15:17:21
PAYMENT0012829,ACC0001007,2026-06-20 18:01:08,TXN0000009087,55952.04,SUCCESS,NACH,VND0000001,12829,False,1,1,1,1,0,account_master,BRW0007245,1,0,BRW0004936,1.0,1.0,0,1,2026-06-20 18:01:08
PAYMENT0012830,ACC0000411,2026-07-14 22:17:39,TXN0000005577,15842.04,FAILED,NETBANKING,VND0000003,12830,False,1,1,1,1,0,account_master,BRW0008428,1,0,BRW0002682,1.0,1.0,0,0,2026-07-14 22:17:39
PAYMENT0012831,ACC0022056,2026-07-02 10:23:40,TXN0000066086,21507.69,SUCCESS,NETBANKING,VND0000007,12831,False,1,1,1,1,0,account_master,BRW0005363,1,0,BRW0003387,1.0,1.0,0,1,2026-07-02 10:23:40
PAYMENT0012832,ACC0001490,2026-03-20 20:24:13,TXN0000053540,142097.12,SUCCESS,CARD,VND0000012,12832,False,1,1,1,1,0,account_master,BRW0001161,1,0,BRW0011328,1.0,1.0,0,1,2026-03-20 20:24:13
PAYMENT0012833,ACC0013936,2026-05-16 13:16:21,,71981.08,SUCCESS,NACH,VND0000003,12833,False,1,1,1,1,0,account_master,BRW0011149,1,0,BRW0007829,,,0,1,2026-05-16 13:16:21
PAYMENT0012834,ACC0012967,2026-05-29 01:34:58,TXN0000065670,72203.84,SUCCESS,UPI,VND0000010,12834,False,1,1,1,1,0,account_master,BRW0003216,1,0,BRW0009947,1.0,1.0,0,1,2026-05-29 01:34:58
PAYMENT0012835,ACC0024516,2026-04-04 09:09:41,TXN0000052837,4713.88,SUCCESS,NACH,VND0000003,12835,False,1,1,1,1,0,account_master,BRW0004329,1,0,BRW0003116,1.0,1.0,0,1,2026-04-04 09:09:41
PAYMENT0012836,ACC0025189,2026-07-27 22:22:52,TXN0000069298,13516.27,FAILED,NACH,VND0000008,12836,False,1,1,1,1,0,account_master,BRW0005065,1,0,BRW0001870,1.0,1.0,0,0,2026-07-27 22:22:52
PAYMENT0012837,ACC0017279,2026-01-15 09:22:29,TXN0000008107,14597.39,FAILED,CARD,VND0000001,12837,False,1,1,1,1,0,account_master,BRW0011698,1,0,BRW0010780,1.0,1.0,0,0,2026-01-15 09:22:29
PAYMENT0012838,ACC0006158,2026-07-11 15:36:41,TXN0000002485,92763.52,SUCCESS,CARD,VND0000012,12838,False,1,1,1,1,0,account_master,BRW0011034,1,0,BRW0000568,1.0,1.0,0,1,2026-07-11 15:36:41
PAYMENT0012839,ACC0028698,2026-06-10 13:04:14,TXN0000065050,75378.27,SUCCESS,CARD,VND0000009,12839,False,1,1,1,1,0,account_master,BRW0009180,1,0,BRW0006270,1.0,1.0,0,1,2026-06-10 13:04:14
PAYMENT0012840,ACC0029673,2026-05-06 06:59:31,TXN0000001985,3899.3,FAILED,NETBANKING,VND0000012,12840,False,1,1,1,1,0,account_master,BRW0006779,1,0,BRW0007567,1.0,1.0,0,0,2026-05-06 06:59:31
PAYMENT0012841,ACC0015629,2026-01-29 22:20:44,TXN0000069399,146418.24,SUCCESS,CARD,VND0000009,12841,False,1,1,1,1,0,account_master,BRW0006753,1,0,BRW0000103,1.0,1.0,0,1,2026-01-29 22:20:44
PAYMENT0012842,ACC0024760,2026-03-09 04:23:13,TXN0000038541,125994.61,FAILED,CARD,VND0000009,12842,False,1,1,1,1,0,account_master,BRW0000956,1,0,BRW0004022,2.0,2.0,1,0,2026-03-09 04:23:13
PAYMENT0012843,ACC0018297,2026-07-24 21:32:44,TXN0000020297,106753.1,SUCCESS,UPI,VND0000011,12843,False,1,1,1,1,0,account_master,BRW0009481,1,0,BRW0003969,1.0,1.0,0,1,2026-07-24 21:32:44
PAYMENT0012844,ACC0005865,2026-01-13 14:31:49,TXN0000015353,16052.59,FAILED,CARD,VND0000013,12844,False,1,1,1,1,0,account_master,BRW0001177,1,0,BRW0002900,1.0,1.0,0,0,2026-01-13 14:31:49
PAYMENT0012845,ACC0003224,2026-07-17 03:08:44,TXN0000013992,84951.28,FAILED,UPI,VND0000012,12845,False,1,1,1,1,0,raw_event_borrower,BRW0007986,0,1,BRW0007986,1.0,1.0,0,0,2026-07-17 03:08:44
PAYMENT0012846,ACC0029647,2026-03-04 21:17:31,TXN0000062720,147578.23,FAILED,NACH,VND0000004,12846,False,1,1,1,1,0,account_master,BRW0003121,1,0,BRW0009229,1.0,1.0,0,0,2026-03-04 21:17:31
PAYMENT0012847,ACC0009619,2026-06-22 06:05:43,TXN0000054732,29769.62,SUCCESS,CARD,VND0000006,12847,False,1,1,1,1,0,account_master,BRW0007625,1,0,BRW0010211,1.0,1.0,0,1,2026-06-22 06:05:43
PAYMENT0012848,ACC0002846,2026-01-10 16:49:09,TXN0000014252,71424.79,SUCCESS,CASH,VND0000007,12848,False,1,1,1,1,0,account_master,BRW0010469,1,0,BRW0004291,1.0,1.0,0,1,2026-01-10 16:49:09
PAYMENT0012849,ACC0005239,2026-02-10 05:45:23,TXN0000047673,14869.51,SUCCESS,CARD,VND0000004,12849,False,1,1,1,1,0,account_master,BRW0004622,1,0,BRW0007987,1.0,1.0,0,1,2026-02-10 05:45:23
PAYMENT0012850,ACC0009278,2026-01-03 16:17:34,TXN0000005890,20097.68,SUCCESS,CASH,VND0000015,12850,False,1,1,1,1,0,account_master,BRW0007723,1,0,BRW0007867,1.0,1.0,0,1,2026-01-03 16:17:34
PAYMENT0012851,ACC0017926,2026-01-28 19:43:15,TXN0000012677,125332.39,PENDING,NETBANKING,VND0000012,12851,False,1,1,1,1,0,account_master,BRW0000035,1,0,BRW0000647,1.0,1.0,0,0,2026-01-28 19:43:15
PAYMENT0012852,ACC0011539,2026-05-02 13:15:21,TXN0000060255,78363.27,SUCCESS,NACH,VND0000001,12852,False,1,1,1,1,0,account_master,BRW0008750,1,0,BRW0004420,2.0,2.0,1,1,2026-05-02 13:15:21
PAYMENT0012853,ACC0021010,2026-07-11 16:01:42,TXN0000036456,93321.49,SUCCESS,NACH,VND0000014,12853,False,1,1,1,1,0,account_master,BRW0007209,1,0,BRW0007599,1.0,1.0,0,1,2026-07-11 16:01:42
PAYMENT0012854,ACC0011479,2026-07-08 09:16:15,TXN0000037666,134619.76,SUCCESS,NETBANKING,VND0000010,12854,False,1,1,1,1,0,account_master,BRW0002683,1,0,BRW0006520,1.0,1.0,0,1,2026-07-08 09:16:15
PAYMENT0012855,ACC0019555,2026-03-25 08:21:11,TXN0000060644,18012.5,REVERSED,NETBANKING,VND0000009,12855,False,1,1,1,1,0,account_master,BRW0010658,1,0,BRW0001326,1.0,1.0,0,0,2026-03-25 08:21:11
PAYMENT0012856,ACC0015991,2026-05-18 02:13:25,TXN0000045369,112911.94,SUCCESS,UPI,VND0000004,12856,False,1,1,1,1,0,account_master,BRW0004826,1,0,BRW0010913,1.0,1.0,0,1,2026-05-18 02:13:25
PAYMENT0012857,ACC0019906,2026-03-13 22:10:56,TXN0000026754,28803.61,SUCCESS,NETBANKING,VND0000009,12857,False,1,1,1,1,0,account_master,BRW0005222,1,0,BRW0005251,1.0,1.0,0,1,2026-03-13 22:10:56
PAYMENT0012858,ACC0006970,2026-02-08 18:41:11,TXN0000047407,3298.63,SUCCESS,NETBANKING,VND0000009,12858,False,1,1,1,1,0,account_master,BRW0004215,1,0,BRW0009520,2.0,2.0,1,1,2026-02-08 18:41:11
PAYMENT0012859,ACC0022394,2026-03-17 07:14:14,TXN0000011559,28705.73,SUCCESS,CARD,VND0000011,12859,False,1,1,1,1,0,account_master,BRW0011754,1,0,BRW0006929,2.0,2.0,1,1,2026-03-17 07:14:14
PAYMENT0012860,ACC0008797,2026-05-14 17:45:43,TXN0000048083,75670.45,SUCCESS,UPI,VND0000007,12860,False,1,1,1,1,0,account_master,BRW0010124,1,0,BRW0009871,1.0,1.0,0,1,2026-05-14 17:45:43
PAYMENT0012861,ACC0023331,2026-07-10 03:55:36,TXN0000023592,141130.02,SUCCESS,NACH,VND0000008,12861,False,1,1,1,1,0,account_master,BRW0007169,1,0,BRW0003168,1.0,1.0,0,1,2026-07-10 03:55:36
PAYMENT0012862,ACC0012850,2026-02-03 13:21:24,TXN0000062942,142168.96,PENDING,UPI,VND0000015,12862,False,1,1,1,1,0,account_master,BRW0009842,1,0,BRW0007441,2.0,2.0,1,0,2026-02-03 13:21:24
PAYMENT0012863,ACC0013397,2026-04-08 01:13:19,TXN0000059043,30200.01,FAILED,UPI,VND0000004,12863,False,1,1,1,1,0,account_master,BRW0009498,1,0,BRW0001119,1.0,1.0,0,0,2026-04-08 01:13:19
PAYMENT0012864,ACC0022080,2026-05-20 03:00:31,TXN0000050656,72642.54,SUCCESS,CARD,VND0000011,12864,False,1,1,1,1,0,account_master,BRW0010608,1,0,BRW0001808,1.0,1.0,0,1,2026-05-20 03:00:31
PAYMENT0012865,ACC0029690,2026-06-07 12:42:34,TXN0000015671,56301.21,SUCCESS,NACH,VND0000005,12865,False,1,1,1,1,0,account_master,BRW0007598,1,0,BRW0005347,1.0,1.0,0,1,2026-06-07 12:42:34
PAYMENT0012866,ACC0018214,2026-01-29 10:19:48,TXN0000052370,90292.0,FAILED,CASH,VND0000014,12866,False,1,1,1,1,0,account_master,BRW0006616,1,0,BRW0001788,1.0,1.0,0,0,2026-01-29 10:19:48
PAYMENT0012867,ACC0015415,2026-07-04 23:03:29,TXN0000015723,49924.96,SUCCESS,CASH,VND0000002,12867,False,1,1,1,1,0,raw_event_borrower,BRW0001289,0,1,BRW0001289,1.0,1.0,0,1,2026-07-04 23:03:29
PAYMENT0012868,ACC0027864,2026-01-18 17:47:37,TXN0000013219,148471.59,SUCCESS,CASH,VND0000002,12868,False,1,1,1,1,0,account_master,BRW0010593,1,0,BRW0007064,1.0,1.0,0,1,2026-01-18 17:47:37
PAYMENT0012869,ACC0019045,2026-06-26 00:33:24,TXN0000064567,128172.75,SUCCESS,CASH,VND0000008,12869,False,1,1,1,1,0,account_master,BRW0008593,1,0,BRW0005788,2.0,2.0,1,1,2026-06-26 00:33:24
PAYMENT0012870,ACC0017389,2026-06-04 18:27:48,TXN0000058304,65627.88,FAILED,CARD,VND0000007,12870,False,1,1,1,1,0,account_master,BRW0009709,1,0,BRW0007492,1.0,1.0,0,0,2026-06-04 18:27:48
PAYMENT0012871,ACC0021207,2026-02-02 03:57:30,TXN0000014619,141975.64,SUCCESS,NETBANKING,VND0000006,12871,False,1,1,1,1,0,account_master,BRW0000682,1,0,BRW0002034,3.0,3.0,1,1,2026-02-02 03:57:30
PAYMENT0012872,ACC0014351,2026-04-02 18:17:21,TXN0000045656,82807.98,FAILED,CARD,VND0000004,12872,False,1,1,1,1,0,account_master,BRW0009636,1,0,BRW0003619,1.0,1.0,0,0,2026-04-02 18:17:21
PAYMENT0012873,ACC0005088,2026-01-06 16:52:39,TXN0000044995,10063.32,PENDING,NACH,VND0000001,12873,False,1,1,1,1,0,account_master,BRW0006024,1,0,BRW0000082,1.0,1.0,0,0,2026-01-06 16:52:39
PAYMENT0012874,ACC0000101,2026-07-05 16:10:17,TXN0000041270,40706.49,PENDING,NETBANKING,VND0000008,12874,False,1,1,1,1,0,account_master,BRW0009941,1,0,BRW0006145,1.0,1.0,0,0,2026-07-05 16:10:17
PAYMENT0012875,ACC0025985,2026-05-09 16:11:07,TXN0000068771,55608.99,PENDING,NETBANKING,VND0000003,12875,False,1,1,1,1,0,account_master,BRW0010740,1,0,BRW0000917,1.0,1.0,0,0,2026-05-09 16:11:07
PAYMENT0012876,ACC0002591,2026-08-03 04:11:33,TXN0000025523,31005.31,SUCCESS,NACH,VND0000006,12876,False,1,1,1,1,0,account_master,BRW0000572,1,0,BRW0009851,3.0,3.0,1,1,2026-08-03 04:11:33
PAYMENT0012877,ACC0008029,2026-07-26 22:22:58,TXN0000034467,115935.6,PENDING,NACH,VND0000006,12877,False,1,1,1,1,0,account_master,BRW0011071,1,0,BRW0005662,1.0,1.0,0,0,2026-07-26 22:22:58
PAYMENT0012878,ACC0002371,2026-03-05 17:23:51,TXN0000046850,119872.57,FAILED,UPI,VND0000004,12878,False,1,1,1,1,0,account_master,BRW0008490,1,0,BRW0011058,3.0,3.0,1,0,2026-03-05 17:23:51
PAYMENT0012879,ACC0009340,2026-01-11 19:42:42,TXN0000043590,63671.94,SUCCESS,CASH,VND0000014,12879,False,1,1,1,1,0,account_master,BRW0007922,1,0,BRW0004968,2.0,2.0,1,1,2026-01-11 19:42:42
PAYMENT0012880,ACC0020110,2026-07-16 23:28:37,TXN0000013926,69268.15,SUCCESS,CARD,VND0000012,12880,False,1,1,1,1,0,account_master,BRW0001818,1,0,BRW0001139,2.0,2.0,1,1,2026-07-16 23:28:37
PAYMENT0012881,ACC0008016,2026-05-08 13:22:52,TXN0000007492,7144.39,SUCCESS,CARD,VND0000014,12881,False,1,1,1,1,0,account_master,BRW0007281,1,0,BRW0007328,2.0,2.0,1,1,2026-05-08 13:22:52
PAYMENT0012882,ACC0007614,2026-01-28 17:02:17,TXN0000013109,146872.62,SUCCESS,UPI,VND0000001,12882,False,1,1,1,1,0,account_master,BRW0004355,1,0,BRW0009528,2.0,2.0,1,1,2026-01-28 17:02:17
PAYMENT0012883,ACC0006045,2026-04-24 11:28:18,TXN0000000629,33928.78,PENDING,CARD,VND0000007,12883,False,1,1,1,1,0,account_master,BRW0003556,1,0,BRW0002736,3.0,3.0,1,0,2026-04-24 11:28:18
PAYMENT0012884,ACC0016442,2026-02-22 02:32:19,TXN0000006826,137432.53,SUCCESS,NETBANKING,VND0000009,12884,False,1,1,1,1,0,account_master,BRW0007526,1,0,BRW0003350,1.0,1.0,0,1,2026-02-22 02:32:19
PAYMENT0012885,ACC0021331,2026-02-26 05:08:51,TXN0000009198,82572.84,SUCCESS,CASH,VND0000011,12885,False,1,1,1,1,0,account_master,BRW0008549,1,0,BRW0000966,1.0,1.0,0,1,2026-02-26 05:08:51
PAYMENT0012886,ACC0004286,2026-05-25 10:04:20,TXN0000033624,6910.14,REVERSED,NACH,VND0000008,12886,False,1,1,1,1,0,account_master,BRW0006437,1,0,BRW0001488,1.0,1.0,0,0,2026-05-25 10:04:20
PAYMENT0012887,ACC0017025,2026-01-25 10:00:52,TXN0000001924,115417.51,SUCCESS,CASH,VND0000009,12887,False,1,1,1,1,0,account_master,BRW0010314,1,0,BRW0003103,1.0,1.0,0,1,2026-01-25 10:00:52
PAYMENT0012888,ACC0027228,2026-02-16 16:17:54,TXN0000012837,14235.45,SUCCESS,NACH,VND0000013,12888,False,1,1,1,1,0,account_master,BRW0007328,1,0,BRW0001942,1.0,1.0,0,1,2026-02-16 16:17:54
PAYMENT0012889,ACC0011767,2026-06-20 23:04:13,TXN0000022370,95368.85,SUCCESS,NACH,VND0000006,12889,False,1,1,1,1,0,account_master,BRW0011966,1,0,BRW0009788,2.0,2.0,1,1,2026-06-20 23:04:13
PAYMENT0012890,ACC0003552,2026-02-01 02:35:59,TXN0000021603,62997.15,SUCCESS,NACH,VND0000010,12890,False,1,1,1,1,0,raw_event_borrower,BRW0009522,0,1,BRW0009522,1.0,1.0,0,1,2026-02-01 02:35:59
PAYMENT0012891,ACC0007353,2026-06-04 23:55:13,TXN0000054663,129894.07,FAILED,CARD,VND0000008,12891,False,1,1,1,1,0,account_master,BRW0004622,1,0,BRW0011565,1.0,1.0,0,0,2026-06-04 23:55:13
PAYMENT0012892,ACC0028119,2026-02-21 02:20:48,TXN0000050045,8055.04,SUCCESS,UPI,VND0000001,12892,False,1,1,1,1,0,account_master,BRW0008742,1,0,BRW0001332,1.0,1.0,0,1,2026-02-21 02:20:48
PAYMENT0012893,ACC0003913,2026-02-18 23:58:11,,50591.08,SUCCESS,UPI,VND0000002,12893,False,1,1,1,1,0,account_master,BRW0011689,1,0,BRW0011558,,,0,1,2026-02-18 23:58:11
PAYMENT0012894,ACC0020637,2026-06-05 19:03:36,TXN0000001481,61450.92,PENDING,CASH,VND0000014,12894,False,1,1,1,1,0,account_master,BRW0003284,1,0,BRW0007675,1.0,1.0,0,0,2026-06-05 19:03:36
PAYMENT0012895,ACC0020791,2026-05-24 10:41:37,TXN0000051408,10204.92,FAILED,CARD,VND0000014,12895,False,1,1,1,1,0,account_master,BRW0000628,1,0,BRW0003268,1.0,1.0,0,0,2026-05-24 10:41:37
PAYMENT0012896,ACC0023861,2026-05-02 15:45:41,TXN0000010924,132139.18,SUCCESS,UPI,VND0000009,12896,False,1,1,1,1,0,raw_event_borrower,BRW0000379,0,1,BRW0000379,1.0,1.0,0,1,2026-05-02 15:45:41
PAYMENT0012897,ACC0014124,2026-07-08 11:29:59,TXN0000038242,62841.31,SUCCESS,CARD,VND0000008,12897,False,1,1,1,1,0,account_master,BRW0007532,1,0,BRW0007687,1.0,1.0,0,1,2026-07-08 11:29:59
PAYMENT0012898,ACC0021516,2026-01-19 14:20:46,TXN0000028584,115196.92,SUCCESS,NETBANKING,VND0000001,12898,False,1,1,1,1,0,account_master,BRW0004874,1,0,BRW0000323,2.0,2.0,1,1,2026-01-19 14:20:46
PAYMENT0012899,ACC0014774,2026-07-04 13:22:50,TXN0000014457,119456.28,SUCCESS,CARD,VND0000001,12899,False,1,1,1,1,0,account_master,BRW0006298,1,0,BRW0002089,1.0,1.0,0,1,2026-07-04 13:22:50
PAYMENT0012900,ACC0029804,2026-06-23 10:08:50,TXN0000051022,74549.82,FAILED,NACH,VND0000010,12900,False,1,1,1,1,0,account_master,BRW0005823,1,0,BRW0006872,1.0,1.0,0,0,2026-06-23 10:08:50
PAYMENT0012901,ACC0012498,2026-06-12 01:04:27,TXN0000046426,76817.8,SUCCESS,NETBANKING,VND0000012,12901,False,1,1,1,1,0,account_master,BRW0008583,1,0,BRW0004125,1.0,1.0,0,1,2026-06-12 01:04:27
PAYMENT0012902,ACC0001208,2026-04-27 23:24:39,TXN0000040674,87197.51,PENDING,NETBANKING,VND0000008,12902,False,1,1,1,1,0,account_master,BRW0011013,1,0,BRW0001736,1.0,1.0,0,0,2026-04-27 23:24:39
PAYMENT0012903,ACC0013678,2026-01-14 01:05:56,TXN0000069576,62118.24,SUCCESS,NETBANKING,VND0000009,12903,False,1,1,1,1,0,account_master,BRW0003942,1,0,BRW0008438,2.0,2.0,1,1,2026-01-14 01:05:56
PAYMENT0012904,ACC0002466,2026-02-06 09:41:03,TXN0000036030,47085.48,PENDING,NETBANKING,VND0000012,12904,False,1,1,1,1,0,account_master,BRW0007053,1,0,BRW0007973,1.0,1.0,0,0,2026-02-06 09:41:03
PAYMENT0012905,ACC0026355,2026-05-27 10:21:14,TXN0000036285,25837.88,SUCCESS,CASH,VND0000011,12905,False,1,1,1,1,0,account_master,BRW0004121,1,0,BRW0004295,1.0,1.0,0,1,2026-05-27 10:21:14
PAYMENT0012906,ACC0001860,2026-07-14 02:35:30,TXN0000047015,119687.57,FAILED,NACH,VND0000008,12906,False,1,1,1,1,0,account_master,BRW0010951,1,0,BRW0000880,1.0,1.0,0,0,2026-07-14 02:35:30
PAYMENT0012907,ACC0006907,2026-06-01 15:43:35,TXN0000023959,134850.74,FAILED,CASH,VND0000001,12907,False,1,1,1,1,0,account_master,BRW0002509,1,0,BRW0004918,1.0,1.0,0,0,2026-06-01 15:43:35
PAYMENT0012908,ACC0025065,2026-02-07 07:12:44,TXN0000007129,33169.43,PENDING,CASH,VND0000012,12908,False,1,1,1,1,0,account_master,BRW0002911,1,0,BRW0001086,1.0,1.0,0,0,2026-02-07 07:12:44
PAYMENT0012909,ACC0004130,2026-03-30 17:04:50,TXN0000033015,146242.0,PENDING,NETBANKING,VND0000001,12909,False,1,1,1,1,0,account_master,BRW0002304,1,0,BRW0006117,1.0,1.0,0,0,2026-03-30 17:04:50
PAYMENT0012910,ACC0007039,2026-05-22 11:44:34,TXN0000001406,130636.17,SUCCESS,NACH,VND0000002,12910,False,1,1,1,1,0,account_master,BRW0007749,1,0,BRW0007882,1.0,1.0,0,1,2026-05-22 11:44:34
PAYMENT0012911,ACC0005703,2026-03-26 04:39:23,TXN0000069040,117631.36,SUCCESS,UPI,VND0000013,12911,False,1,1,1,1,0,account_master,BRW0008889,1,0,BRW0004011,2.0,2.0,1,1,2026-03-26 04:39:23
PAYMENT0012912,ACC0027062,2026-07-23 21:11:34,TXN0000016521,69816.29,SUCCESS,NACH,VND0000007,12912,False,1,1,1,1,0,account_master,BRW0011810,1,0,BRW0003328,1.0,1.0,0,1,2026-07-23 21:11:34
PAYMENT0012913,ACC0021210,2026-03-31 17:05:37,TXN0000015447,99643.86,SUCCESS,NACH,VND0000011,12913,False,1,1,1,1,0,account_master,BRW0005038,1,0,BRW0003410,1.0,1.0,0,1,2026-03-31 17:05:37
PAYMENT0012914,ACC0011385,2026-03-22 05:19:13,TXN0000033354,108361.66,SUCCESS,CASH,VND0000006,12914,False,1,1,1,1,0,account_master,BRW0005202,1,0,BRW0001541,1.0,1.0,0,1,2026-03-22 05:19:13
PAYMENT0012915,ACC0008053,2026-05-24 09:17:16,TXN0000002822,21041.14,SUCCESS,CASH,VND0000014,12915,False,1,1,1,1,0,account_master,BRW0003852,1,0,BRW0011521,1.0,1.0,0,1,2026-05-24 09:17:16
PAYMENT0012916,ACC0018464,2026-04-15 04:29:01,TXN0000023348,34581.15,REVERSED,CARD,VND0000004,12916,False,1,1,1,1,0,account_master,BRW0004471,1,0,BRW0003507,1.0,1.0,0,0,2026-04-15 04:29:01
PAYMENT0012917,ACC0021185,2026-01-15 01:30:23,TXN0000026824,112021.52,FAILED,CARD,VND0000008,12917,False,1,1,1,1,0,account_master,BRW0011571,1,0,BRW0000148,1.0,1.0,0,0,2026-01-15 01:30:23
PAYMENT0012918,ACC0010903,2026-03-26 22:26:02,TXN0000006185,42475.09,SUCCESS,NACH,VND0000012,12918,False,1,1,1,1,0,account_master,BRW0002679,1,0,BRW0002311,1.0,1.0,0,1,2026-03-26 22:26:02
PAYMENT0012919,ACC0016632,2026-03-06 09:46:42,TXN0000025214,99144.59,SUCCESS,NACH,VND0000012,12919,False,1,1,1,1,0,account_master,BRW0011385,1,0,BRW0005381,1.0,1.0,0,1,2026-03-06 09:46:42
PAYMENT0012920,ACC0023937,2026-05-20 10:29:55,TXN0000039918,66320.58,FAILED,NETBANKING,VND0000014,12920,False,1,1,1,1,0,account_master,BRW0010602,1,0,BRW0007212,1.0,1.0,0,0,2026-05-20 10:29:55
PAYMENT0012921,ACC0026986,2026-06-30 17:08:18,TXN0000046448,50431.53,PENDING,CASH,VND0000003,12921,False,1,1,1,1,0,account_master,BRW0005576,1,0,BRW0006800,1.0,1.0,0,0,2026-06-30 17:08:18
PAYMENT0012922,ACC0027512,2026-07-09 21:34:59,TXN0000060060,101543.01,SUCCESS,CASH,VND0000015,12922,False,1,1,1,1,0,account_master,BRW0011005,1,0,BRW0009337,3.0,3.0,1,1,2026-07-09 21:34:59
PAYMENT0012923,ACC0009978,2026-03-21 22:30:37,TXN0000048334,80643.93,SUCCESS,NETBANKING,VND0000006,12923,False,1,1,1,1,0,account_master,BRW0001789,1,0,BRW0003988,1.0,1.0,0,1,2026-03-21 22:30:37
PAYMENT0012924,ACC0009242,2026-06-01 01:15:37,TXN0000004151,86255.47,SUCCESS,CASH,VND0000010,12924,False,1,1,1,1,0,account_master,BRW0009124,1,0,BRW0003954,1.0,1.0,0,1,2026-06-01 01:15:37
PAYMENT0012925,ACC0025177,2026-07-06 20:48:59,TXN0000019630,30482.11,SUCCESS,NACH,VND0000011,12925,False,1,1,1,1,0,account_master,BRW0011866,1,0,BRW0008128,1.0,1.0,0,1,2026-07-06 20:48:59
PAYMENT0012926,ACC0003308,2026-01-11 14:27:22,TXN0000002045,17745.52,FAILED,CASH,VND0000008,12926,False,1,1,1,1,0,account_master,BRW0005194,1,0,BRW0001950,1.0,1.0,0,0,2026-01-11 14:27:22
PAYMENT0012927,ACC0000752,2026-07-21 11:26:23,TXN0000052951,105116.17,PENDING,NACH,VND0000011,12927,False,1,1,1,1,0,account_master,BRW0010276,1,0,BRW0011893,2.0,2.0,1,0,2026-07-21 11:26:23
PAYMENT0012928,ACC0019875,2026-03-26 08:00:50,TXN0000068271,36974.26,SUCCESS,NETBANKING,VND0000013,12928,False,1,1,1,1,0,account_master,BRW0011780,1,0,BRW0007758,1.0,1.0,0,1,2026-03-26 08:00:50
